Participants	Duration..in.seconds.	Attention.check	Q3	Q4	Q5	Set_News	Type	Number	Accurate	Interesting	Order	Share
221	150	1	2	28	3	FL_433	FN	8	3	1	D	1
227	213	1	2	24	5	FL_433	FN	8	2	5	E	2
232	321	1	2	25	3	FL_433	FN	8	1	6	B	4
235	217	1	2	56	4	FL_433	FN	8	3	6	E	5
249	324	1	1	29	5	FL_433	FN	8	1	6	E	1
250	283	1	2	66	6	FL_433	FN	8	1	6	E	4
251	293	1	2	23	3	FL_433	FN	8	2	6	C	6
255	223	1	1	27	5	FL_433	FN	8	2	7	C	1
258	287	1	1	33	3	FL_433	FN	8	2	7	C	1
265	256	1	2	41	5	FL_433	FN	8	2	6	D	2
269	321	1	2	30	5	FL_433	FN	8	2	3	B	2
271	299	1	1	18	4	FL_433	FN	8	2	5	B	3
272	294	1	1	32	6	FL_433	FN	8	2	4	C	2
273	502	1	2	29	5	FL_433	FN	8	1	3	D	1
275	313	1	2	18	3	FL_433	FN	8	2	3	B	3
276	323	1	1	40	5	FL_433	FN	8	1	7	A	1
278	370	1	1	29	5	FL_433	FN	8	3	5	A	6
280	544	1	2	77	3	FL_433	FN	8	2	6	E	5
282	519	1	1	25	4	FL_433	FN	8	2	3	A	3
286	734	1	1	26	5	FL_433	FN	8	1	5	D	1
290	670	1	2	38	6	FL_433	FN	8	2	3	D	1
292	406	1	2	49	6	FL_433	FN	8	1	5	A	1
298	1093	1	1	28	5	FL_433	FN	8	2	4	E	1
300	149	1	1	33	8	FL_433	FN	8	3	5	E	2
2	351	1	2	69	4	FL_433	TN	21	3	3	C	1
4	186	1	1	32	5	FL_433	TN	21	2	2	A	1
8	247	1	2	23	5	FL_433	TN	21	2	5	A	2
9	245	1	2	24	3	FL_433	TN	21	2	2	A	5
17	763	1	1	22	3	FL_433	TN	21	3	2	A	2
20	301	1	1	26	3	FL_433	TN	21	2	2	A	1
22	214	1	2	30	5	FL_433	TN	21	1	3	C	1
23	414	1	2	22	5	FL_433	TN	21	3	4	A	1
28	227	1	2	29	6	FL_433	TN	21	2	4	C	1
30	220	1	1	18	2	FL_433	TN	21	3	3	C	1
35	472	1	2	25	3	FL_433	TN	21	2	4	A	6
38	334	1	1	30	3	FL_433	TN	21	3	2	C	2
39	304	1	2	60	2	FL_433	TN	21	3	4	C	3
42	1013	1	1	25	2	FL_433	TN	21	3	4	C	3
44	239	1	2	18	2	FL_433	TN	21	2	4	C	1
47	162	1	1	27	3	FL_433	TN	21	3	3	A	1
49	311	1	1	31	5	FL_433	TN	21	3	5	C	1
51	138	1	2	34	5	FL_433	TN	21	3	3	A	1
54	330	1	1	35	5	FL_433	TN	21	3	3	A	1
57	194	1	2	28	2	FL_433	TN	21	3	1	A	1
59	293	1	1	45	3	FL_433	TN	21	3	2	C	2
65	211	1	2	20	3	FL_433	TN	21	3	3	C	2
67	222	1	2	34	4	FL_433	TN	21	2	2	A	1
68	366	1	2	27	5	FL_433	TN	21	3	3	C	2
70	382	1	2	19	3	FL_433	TN	21	3	4	C	5
76	230	1	2	20	3	FL_433	TN	21	3	5	C	1
80	311	1	1	33	1	FL_433	TN	21	1	1	A	1
82	266	1	2	39	3	FL_433	TN	21	1	3	C	1
87	260	1	2	32	6	FL_433	TN	21	3	2	C	2
88	212	1	1	43	5	FL_433	TN	21	3	3	C	2
90	159	1	2	31	6	FL_433	TN	21	3	2	C	1
96	213	1	2	24	5	FL_433	TN	21	3	5	C	1
97	268	1	1	60	3	FL_433	TN	21	3	4	A	2
100	377	1	2	35	4	FL_433	TN	21	2	3	C	1
101	181	1	2	29	5	FL_433	TN	21	3	3	C	1
103	470	1	2	34	3	FL_433	TN	21	3	3	C	1
114	380	1	1	34	2	FL_433	TN	21	2	4	C	3
115	172	1	2	39	2	FL_433	TN	21	1	1	C	1
116	231	1	1	27	6	FL_433	TN	21	3	3	A	1
121	357	1	2	34	6	FL_433	TN	21	3	4	A	2
126	236	1	2	27	5	FL_433	TN	21	2	3	C	3
127	167	1	2	34	5	FL_433	TN	21	3	3	A	1
131	243	1	2	41	3	FL_433	TN	21	2	3	A	1
136	215	1	1	31	6	FL_433	TN	21	2	4	A	1
138	174	1	1	31	3	FL_433	TN	21	1	5	A	1
142	165	1	2	27	5	FL_433	TN	21	3	2	C	1
145	223	1	2	20	4	FL_433	TN	21	4	4	A	2
146	598	1	2	36	3	FL_433	TN	21	2	2	A	2
149	283	1	1	40	5	FL_433	TN	21	2	4	C	2
152	289	1	2	19	3	FL_433	TN	21	3	4	C	2
153	396	1	1	73	2	FL_433	TN	21	2	3	C	1
156	398	1	2	31	6	FL_433	TN	21	3	4	C	1
157	470	1	2	19	3	FL_433	TN	21	1	3	A	2
160	293	1	2	22	5	FL_433	TN	21	3	4	A	2
162	135	1	1	35	5	FL_433	TN	21	2	1	C	1
168	191	1	3	34	5	FL_433	TN	21	3	1	C	1
169	525	1	1	18	4	FL_433	TN	21	2	3	A	3
171	187	1	1	34	6	FL_433	TN	21	3	2	C	2
172	251	1	1	42	5	FL_433	TN	21	3	2	A	5
182	281	1	1	51	5	FL_433	TN	21	3	3	A	2
185	299	1	2	36	6	FL_433	TN	21	2	3	A	1
186	292	1	2	19	3	FL_433	TN	21	2	3	A	3
188	325	1	2	28	6	FL_433	TN	21	3	5	A	3
194	239	1	2	37	8	FL_433	TN	21	3	4	A	3
195	376	1	2	49	4	FL_433	TN	21	3	3	C	1
198	203	1	2	38	3	FL_433	TN	21	3	4	A	1
199	278	1	3	31	5	FL_433	TN	21	3	1	C	1
201	241	1	2	29	5	FL_433	TN	21	3	3	C	3
202	278	1	1	36	5	FL_433	TN	21	2	4	C	3
206	177	1	1	21	5	FL_433	TN	21	3	4	A	1
207	354	1	1	39	3	FL_433	TN	21	1	3	A	1
209	305	1	1	30	5	FL_433	TN	21	2	4	C	2
210	183	1	3	21	3	FL_433	TN	21	2	4	A	5
215	223	1	1	36	6	FL_433	TN	21	3	2	A	1
221	150	1	2	28	3	FL_433	TN	21	2	1	A	1
227	213	1	2	24	5	FL_433	TN	21	3	4	A	3
232	321	1	2	25	3	FL_433	TN	21	2	6	A	4
235	217	1	2	56	4	FL_433	TN	21	3	3	C	1
249	324	1	1	29	5	FL_433	TN	21	2	2	C	1
250	283	1	2	66	6	FL_433	TN	21	3	2	A	1
251	293	1	2	23	3	FL_433	TN	21	3	4	A	4
255	223	1	1	27	5	FL_433	TN	21	3	4	A	1
258	287	1	1	33	3	FL_433	TN	21	2	3	A	1
265	256	1	2	41	5	FL_433	TN	21	2	4	A	2
269	321	1	2	30	5	FL_433	TN	21	2	3	A	2
271	299	1	1	18	4	FL_433	TN	21	3	3	A	4
272	294	1	1	32	6	FL_433	TN	21	2	3	A	2
273	502	1	2	29	5	FL_433	TN	21	2	2	C	2
275	313	1	2	18	3	FL_433	TN	21	3	4	A	3
276	323	1	1	40	5	FL_433	TN	21	2	3	C	1
278	370	1	1	29	5	FL_433	TN	21	3	3	C	1
280	544	1	2	77	3	FL_433	TN	21	3	3	A	2
282	519	1	1	25	4	FL_433	TN	21	3	3	C	3
286	734	1	1	26	5	FL_433	TN	21	3	4	A	3
290	670	1	2	38	6	FL_433	TN	21	3	1	A	1
292	406	1	2	49	6	FL_433	TN	21	3	2	C	1
298	1093	1	1	28	5	FL_433	TN	21	2	4	A	1
300	149	1	1	33	8	FL_433	TN	21	3	3	A	4
2	351	1	2	69	4	FL_433	FN	21	3	2	A	1
4	186	1	1	32	5	FL_433	FN	21	3	2	C	2
8	247	1	2	23	5	FL_433	FN	21	2	4	A	1
9	245	1	2	24	3	FL_433	FN	21	2	1	C	1
17	763	1	1	22	3	FL_433	FN	21	3	2	A	2
20	301	1	1	26	3	FL_433	FN	21	2	1	C	2
22	214	1	2	30	5	FL_433	FN	21	4	2	A	1
23	414	1	2	22	5	FL_433	FN	21	2	4	C	1
28	227	1	2	29	6	FL_433	FN	21	1	2	A	1
30	220	1	1	18	2	FL_433	FN	21	3	4	C	1
35	472	1	2	25	3	FL_433	FN	21	3	3	C	4
38	334	1	1	30	3	FL_433	FN	21	3	2	A	1
39	304	1	2	60	2	FL_433	FN	21	3	3	A	4
42	1013	1	1	25	2	FL_433	FN	21	2	3	A	3
44	239	1	2	18	2	FL_433	FN	21	3	5	C	4
47	162	1	1	27	3	FL_433	FN	21	2	1	A	1
49	311	1	1	31	5	FL_433	FN	21	3	3	A	1
51	138	1	2	34	5	FL_433	FN	21	3	3	A	1
54	330	1	1	35	5	FL_433	FN	21	3	3	A	1
57	194	1	2	28	2	FL_433	FN	21	4	1	C	1
59	293	1	1	45	3	FL_433	FN	21	3	2	A	1
65	211	1	2	20	3	FL_433	FN	21	2	3	A	3
67	222	1	2	34	4	FL_433	FN	21	3	1	C	1
68	366	1	2	27	5	FL_433	FN	21	3	2	A	1
70	382	1	2	19	3	FL_433	FN	21	3	3	A	3
76	230	1	2	20	3	FL_433	FN	21	2	5	C	1
80	311	1	1	33	1	FL_433	FN	21	1	1	A	1
82	266	1	2	39	3	FL_433	FN	21	2	3	C	1
87	260	1	2	32	6	FL_433	FN	21	2	2	A	2
88	212	1	1	43	5	FL_433	FN	21	3	2	A	1
90	159	1	2	31	6	FL_433	FN	21	3	2	A	1
96	213	1	2	24	5	FL_433	FN	21	3	4	A	1
97	268	1	1	60	3	FL_433	FN	21	3	3	A	1
100	377	1	2	35	4	FL_433	FN	21	2	3	A	1
101	181	1	2	29	5	FL_433	FN	21	3	1	C	1
103	470	1	2	34	3	FL_433	FN	21	2	2	A	1
114	380	1	1	34	2	FL_433	FN	21	2	6	A	3
115	172	1	2	39	2	FL_433	FN	21	2	3	A	1
116	231	1	1	27	6	FL_433	FN	21	3	3	A	1
121	357	1	2	34	6	FL_433	FN	21	3	2	C	1
126	236	1	2	27	5	FL_433	FN	21	3	3	A	3
127	167	1	2	34	5	FL_433	FN	21	3	4	A	4
131	243	1	2	41	3	FL_433	FN	21	3	3	C	1
136	215	1	1	31	6	FL_433	FN	21	3	5	C	1
138	174	1	1	31	3	FL_433	FN	21	4	5	A	5
142	165	1	2	27	5	FL_433	FN	21	2	2	C	1
145	223	1	2	20	4	FL_433	FN	21	2	2	A	3
146	598	1	2	36	3	FL_433	FN	21	3	3	C	2
149	283	1	1	40	5	FL_433	FN	21	2	3	C	2
152	289	1	2	19	3	FL_433	FN	21	2	2	A	2
153	396	1	1	73	2	FL_433	FN	21	3	4	C	1
156	398	1	2	31	6	FL_433	FN	21	3	2	C	1
157	470	1	2	19	3	FL_433	FN	21	3	4	C	2
160	293	1	2	22	5	FL_433	FN	21	3	3	C	2
162	135	1	1	35	5	FL_433	FN	21	2	1	A	1
168	191	1	3	34	5	FL_433	FN	21	3	4	A	1
169	525	1	1	18	4	FL_433	FN	21	3	4	C	2
171	187	1	1	34	6	FL_433	FN	21	4	1	C	2
172	251	1	1	42	5	FL_433	FN	21	2	5	C	1
182	281	1	1	51	5	FL_433	FN	21	2	4	C	2
185	299	1	2	36	6	FL_433	FN	21	2	2	A	2
186	292	1	2	19	3	FL_433	FN	21	3	3	C	5
188	325	1	2	28	6	FL_433	FN	21	3	3	C	2
194	239	1	2	37	8	FL_433	FN	21	3	4	C	3
195	376	1	2	49	4	FL_433	FN	21	3	3	A	1
198	203	1	2	38	3	FL_433	FN	21	3	4	A	1
199	278	1	3	31	5	FL_433	FN	21	3	1	A	1
201	241	1	2	29	5	FL_433	FN	21	3	4	C	2
202	278	1	1	36	5	FL_433	FN	21	2	4	A	5
206	177	1	1	21	5	FL_433	FN	21	3	4	C	4
207	354	1	1	39	3	FL_433	FN	21	2	1	A	2
209	305	1	1	30	5	FL_433	FN	21	2	2	C	2
210	183	1	3	21	3	FL_433	FN	21	3	6	A	6
215	223	1	1	36	6	FL_433	FN	21	3	5	A	1
221	150	1	2	28	3	FL_433	FN	21	3	1	A	1
227	213	1	2	24	5	FL_433	FN	21	3	4	C	2
232	321	1	2	25	3	FL_433	FN	21	2	3	C	2
235	217	1	2	56	4	FL_433	FN	21	3	4	C	4
249	324	1	1	29	5	FL_433	FN	21	3	1	C	1
250	283	1	2	66	6	FL_433	FN	21	3	1	C	1
251	293	1	2	23	3	FL_433	FN	21	2	4	A	6
255	223	1	1	27	5	FL_433	FN	21	3	2	C	1
258	287	1	1	33	3	FL_433	FN	21	2	2	C	1
265	256	1	2	41	5	FL_433	FN	21	3	4	C	3
269	321	1	2	30	5	FL_433	FN	21	3	3	A	2
271	299	1	1	18	4	FL_433	FN	21	3	3	C	3
272	294	1	1	32	6	FL_433	FN	21	2	3	C	2
273	502	1	2	29	5	FL_433	FN	21	2	4	C	2
275	313	1	2	18	3	FL_433	FN	21	3	4	C	2
276	323	1	1	40	5	FL_433	FN	21	3	4	A	1
278	370	1	1	29	5	FL_433	FN	21	3	2	A	1
280	544	1	2	77	3	FL_433	FN	21	3	5	A	4
282	519	1	1	25	4	FL_433	FN	21	3	2	A	2
286	734	1	1	26	5	FL_433	FN	21	3	2	A	2
290	670	1	2	38	6	FL_433	FN	21	2	2	A	1
292	406	1	2	49	6	FL_433	FN	21	3	1	A	1
298	1093	1	1	28	5	FL_433	FN	21	2	4	C	1
300	149	1	1	33	8	FL_433	FN	21	2	1	A	3
